@relation 'letter-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R17_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A16-N200-T1.0E-4_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute -0.456Source_6+0.439Source_11+0.422Source_9+0.363Source_13-0.272Source_8... numeric
@attribute '0.851Source_12+0.371Source_4+0.279Source_1+0.18 Source_3+0.086Source_5...' numeric
@attribute 0.733Source_4-0.641Source_1-0.161Source_3-0.099Source_5+0.058Source_2... numeric
@attribute -0.816Source_3+0.502Source_1+0.231Source_4+0.077Source_14-0.066Source_12... numeric
@attribute -0.873Source_5+0.289Source_3+0.277Source_1+0.187Source_4-0.146Source_12... numeric
@attribute '0.668Source_7-0.649Source_14-0.197Source_5-0.161Source_3+0.13 Source_0...' numeric
@attribute -0.67Source_7-0.602Source_14-0.261Source_10+0.226Source_0+0.126Source_8... numeric
@attribute 0.882Source_0+0.343Source_10-0.172Source_8+0.154Source_15+0.148Source_14... numeric
@attribute 0.635Source_10-0.342Source_0-0.338Source_8-0.318Source_14-0.259Source_7... numeric
@attribute 0.874Source_15-0.285Source_8-0.265Source_10-0.182Source_11-0.13Source_2... numeric
@attribute -0.675Source_8-0.447Source_15-0.355Source_10-0.352Source_11-0.128Source_14... numeric
@attribute -0.854Source_2+0.402Source_11-0.192Source_8+0.176Source_10-0.101Source_0... numeric
@attribute -0.69Source_13+0.451Source_11-0.324Source_8+0.303Source_2-0.231Source_9... numeric
@attribute 0.762Source_9-0.551Source_13-0.257Source_11-0.149Source_6-0.115Source_2... numeric
@attribute -0.839Source_6-0.395Source_9-0.258Source_13+0.174Source_8-0.093Source_2... numeric
@attribute 0.431Source_11-0.39Source_12+0.369Source_4+0.335Source_1+0.332Source_3... numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
-1.504101,1.005998,-0.653509,2.51878,-3.037175,0.452164,-2.642748,-1.458464,0.884808,-0.547244,-0.833808,1.463288,-0.413335,0.227267,0.50327,0.757308,E
2.07409,-0.589328,0.050198,1.813927,-0.59149,-0.700246,-0.054783,0.617729,-0.467807,0.432256,-0.927904,-0.016892,0.321871,-0.735823,-0.161075,-0.439248,Z
0.919919,0.332236,0.764353,-0.182654,0.43658,0.601154,0.047023,0.239083,1.531443,0.89947,0.647308,0.219507,0.260774,0.140149,-0.100035,-1.096466,O
-1.469558,0.116369,-0.19763,-0.832226,-1.294304,0.969247,0.398274,0.214743,0.928009,0.000558,0.267895,1.769239,-0.308335,1.161376,0.310172,1.362306,Q
0.472497,-0.382634,1.282262,0.403293,-1.569878,0.513016,-1.146522,-1.519328,-0.607055,1.337003,-0.085494,-1.760176,0.139867,0.71394,0.811687,-1.318308,Q
0.121243,1.718765,0.252652,-0.179209,0.33514,0.087192,-1.348966,-0.696693,-1.102451,-4.1878,2.176178,-3.627193,-0.003685,1.670008,0.361371,0.46446,L
1.060659,0.47274,0.665806,0.248857,1.806965,0.674064,0.985819,1.067863,-0.469838,0.076204,-0.435328,0.558835,-1.889419,0.972666,-0.562141,1.084725,V
0.329093,-0.416939,0.671604,1.113228,-0.706102,0.134838,-0.688077,0.442231,-0.211872,0.265257,0.192291,-0.473473,-1.494591,-1.187131,-0.655165,1.136193,X
-1.774171,-1.038707,-1.07056,-1.048517,0.692911,1.467906,-2.127156,1.446677,0.013689,-1.436364,1.613042,1.698794,1.31091,1.114593,-2.550543,-0.997533,V
-0.446003,1.205247,-3.742677,-1.935768,-0.17663,-0.037919,0.239094,1.931877,0.378946,1.207058,1.142348,0.125739,1.835934,-0.553371,-1.772466,0.185594,M
-1.095533,0.960737,0.127911,1.849179,0.808059,-1.124747,-0.246389,1.845184,-0.244798,-1.118485,-0.141749,0.331902,0.233766,0.808269,-0.646999,0.384291,Y
1.034809,-1.014297,0.218141,-0.103331,0.046445,-0.567354,-0.262671,0.281508,-0.652411,0.505557,0.690133,-0.146943,1.031848,-0.045817,-0.170894,0.524139,D
0.499459,-0.870261,-0.930483,-0.383856,1.196644,1.323093,-1.202319,0.56176,-0.498349,-0.051484,-0.257484,-0.653641,0.459942,-0.768798,0.298642,0.269276,E
0.198058,-1.042028,0.93652,-1.585714,-0.880722,-2.487202,-0.989184,0.382438,-0.511441,1.555526,1.404225,-0.64881,0.696499,-0.210651,-0.503256,-0.212302,N
1.13769,0.493188,0.66257,-1.117794,-2.041548,-0.79791,1.624065,-1.01955,-1.335642,-0.230404,0.677718,-0.951949,-0.464201,0.118589,1.372235,-1.153693,A
0.234963,-0.193347,0.505631,1.020758,0.889221,-0.055129,-0.726334,0.80505,0.582359,0.162043,1.096627,-0.807699,0.632589,-0.031279,-0.971958,0.464636,D
0.286222,-1.114711,0.202405,0.512573,-1.951103,0.189129,2.01179,0.182473,1.991324,0.473366,-0.19018,-0.129077,-0.873951,-0.56674,1.137988,-0.590851,Z
1.161369,1.026139,-0.705709,-0.460509,0.519095,-1.280895,0.112091,-0.57201,-0.377791,0.279708,-1.118386,-0.159311,-0.266096,-0.485661,-0.910805,-0.081266,N
0.272659,0.282917,0.221996,-0.608067,-0.79211,0.07517,1.236765,-0.585444,-0.766659,0.132354,-0.975642,-1.656869,-0.73436,-0.028013,1.801569,-0.359968,X
-0.196504,-1.172602,-2.011725,-0.828975,-0.375589,-1.370357,0.031141,1.3865,-0.900633,-0.422828,-1.118339,-0.194165,0.570618,1.698807,-0.346751,0.37081,F
-1.482959,0.71893,-0.18336,-1.259711,-0.183959,-2.030536,-1.435397,-0.749717,1.499602,-0.349606,1.317856,-0.479701,-2.982248,-0.622367,0.992014,-0.582839,N
0.160683,1.884661,1.650256,-0.304504,-1.84139,0.55204,-2.428299,-1.712241,-1.866402,-4.125136,0.862457,-3.7564,0.798634,1.896533,-0.790425,0.845195,L
0.449502,0.025188,0.417516,-0.549785,-0.17722,-1.488474,-0.490734,0.049621,-1.092675,0.303397,-0.419446,-0.338955,-0.077922,-0.319807,-1.322826,-0.144302,N
1.647696,-0.99851,-0.478337,1.308677,-0.408484,-1.117536,-0.269597,0.017533,-0.269737,0.402323,-0.83337,0.052959,-0.030646,-1.148957,0.201175,0.673438,Z
-0.438735,-0.255573,0.299255,2.293531,0.970389,-1.119266,2.034491,1.348188,-0.392825,-0.563636,0.968161,-0.604932,-0.898925,1.718179,-0.248596,-1.285475,Y
0.187609,0.722872,0.24765,-0.165775,0.569802,-0.269031,-0.371458,0.492301,0.258692,-0.301246,1.172588,0.464492,-0.176874,0.248403,-0.183764,2.706122,I
-2.833444,-0.776913,-1.77881,-1.794574,0.047879,-2.31139,-1.227568,0.920983,0.089234,-1.186709,-0.583615,0.291726,-0.049781,1.921976,-1.401624,-0.033043,W
0.096834,0.313439,0.104219,0.084286,0.648131,0.087159,-1.450836,0.417198,0.428114,0.806031,0.09309,0.762703,-0.841687,-0.049287,-1.091427,1.391424,U
-2.02227,-1.397393,0.112013,-0.272807,0.752099,-1.587172,0.635601,-1.51025,0.190577,0.272185,0.6885,-0.96148,-1.21433,-0.814033,0.612062,0.309885,O
0.278934,-0.119886,1.089641,0.446778,0.706306,-1.947881,-0.619071,1.237007,0.802657,-0.14529,-0.69456,0.227483,0.758962,0.558047,-0.529531,0.428193,T
0.808817,0.477051,-0.134788,1.250448,-1.076897,-0.05344,0.631432,0.212377,0.494275,-0.200465,0.70852,0.287629,0.186839,0.119478,-0.903562,-0.694344,O
-1.106763,-1.103412,0.122635,-2.494996,-1.705055,0.827041,0.304945,1.761864,-0.087944,-0.527801,-0.747701,0.826851,1.764442,2.374972,-0.856958,1.34856,P
0.138502,0.070205,-0.95121,1.005769,0.949253,-1.056162,-0.208415,-0.871525,0.467399,-0.412525,-0.788256,1.562782,0.339212,0.406978,-0.194153,1.472801,C
0.681853,-1.302932,-0.627157,0.429386,0.433406,-0.016691,-0.193775,-1.472569,-0.993983,-0.422336,-0.711629,0.743975,-0.593552,1.225631,0.819416,0.000735,G
0.213123,-2.37494,-1.344515,-0.965058,0.606951,0.948098,0.575961,1.032384,0.228671,-0.823868,0.14481,0.052585,0.091061,0.778545,-0.687069,-0.22696,B
0.268872,-0.070212,-1.157337,0.320845,-0.006041,0.18724,-1.010112,-0.690285,0.306684,-0.98123,-0.040004,0.552569,-0.891588,-0.797155,-0.384107,0.53128,K
-2.009075,0.830843,-0.544839,-0.087208,0.324696,-1.487881,-0.106754,-0.75358,-0.620222,-0.599166,-1.772634,0.368449,-0.513456,0.084821,-2.229769,-0.433843,W
1.091725,0.725771,0.74414,-0.92811,0.907995,0.781735,-0.314014,2.258351,0.769608,1.174124,0.063083,-0.104839,-2.140073,0.135201,1.296873,-0.156995,V
0.253412,0.093217,-0.339996,-2.352755,0.406598,-1.005292,-0.8502,1.064547,0.636159,-0.140467,-0.019094,0.851377,-1.286851,0.242849,-0.605716,-0.371457,W
0.204805,-0.182751,-1.539938,-0.81792,0.422831,1.730848,0.354577,-0.48815,0.087965,-0.519607,-0.38533,-1.417917,0.822223,-1.123961,-0.214377,-0.681722,H
-1.331438,-0.767789,-0.579815,1.490559,-0.132572,0.145508,-1.507238,1.023362,0.283293,0.476686,-0.186927,-0.359065,0.917537,-0.999422,1.409928,1.151678,Z
0.524632,0.13936,-0.685377,0.071797,-0.458018,-1.483154,-0.05364,-0.06123,-0.820858,1.068894,0.576026,0.899179,0.694707,-0.318612,0.584578,1.806647,J
1.67541,0.034828,1.20727,-0.328094,0.527997,-1.634303,0.687934,-0.156497,0.067567,-0.473463,-1.328086,0.104646,1.472524,-0.398096,-0.466465,0.10999,F
0.153413,0.046617,0.284321,-0.216958,0.353154,0.586877,-0.358092,0.401705,0.432704,0.59055,0.408699,-1.252188,1.708007,0.963994,-0.352069,-0.863986,D
1.120051,-1.376948,0.899886,0.833242,-0.552563,-0.719171,-0.3707,-0.188413,-0.880706,-0.013387,-0.210129,0.285642,0.157383,-0.44372,0.068436,-0.331524,S
-2.194378,-0.310916,0.806188,1.637713,-0.564973,-2.196122,0.184208,-0.245897,-0.416177,0.495409,-0.125128,-0.3431,0.557281,-0.36612,1.074017,-0.869796,T
-0.26159,0.198773,-0.141151,-0.666419,1.077636,1.502747,0.461633,0.303207,1.173905,1.252393,-0.10992,-0.473682,0.848303,-0.41648,0.231628,0.241154,O
0.521497,-1.435584,-0.480377,1.434202,0.760841,0.757169,-0.220095,0.987825,0.438729,0.417476,0.22833,-0.899035,-0.01542,-0.599606,0.724463,0.725438,Z
0.97281,-2.039604,0.190251,0.541383,0.181837,1.445855,1.097418,-1.632401,0.749102,-0.363109,-1.114126,-1.707933,0.500893,-0.077584,1.146924,-0.321833,B
0.165563,0.10203,1.235284,1.025306,0.076463,-0.46795,0.499653,0.760479,0.261105,0.01688,-0.835875,0.165356,0.398006,-0.029885,-1.438869,0.818429,F
0.210123,0.167778,-2.600786,-1.665423,-0.693932,0.152271,0.241565,1.057094,-0.602884,1.223271,0.858726,0.526625,1.292937,-0.258106,-2.684853,-1.082014,M
1.062043,2.581393,1.27099,-1.186031,0.725441,0.645863,-0.390242,2.466043,1.956501,1.560154,-0.702361,0.645947,-1.280771,-2.015071,1.829117,-0.005376,T
-2.39607,0.31758,-0.216589,0.094256,-0.003593,-1.338557,1.116001,-0.79401,0.729619,-0.596612,0.783739,-1.363179,-1.056106,-0.612074,0.44763,-0.000894,O
0.615456,-0.016672,-1.107716,-0.458536,0.239506,0.345046,-0.871218,-0.967676,0.04297,-0.987516,-0.282438,-0.024132,-1.220523,-0.862133,0.093885,0.893213,K
1.605147,-1.268796,-0.451922,1.022143,-0.157433,-0.664466,-0.235815,-0.282483,-1.080035,0.194788,-1.077092,-0.319969,0.109199,-1.04096,0.418751,0.780064,Z
0.474267,-0.130573,1.476595,0.401304,0.341088,-2.366973,-0.347962,0.705202,0.857293,0.201424,-1.297694,0.197057,0.567154,0.164443,-0.310487,0.264364,T
0.472765,-0.264193,-1.039521,-3.000966,-0.065234,-0.435269,-1.073653,0.785904,-0.877973,0.805488,-1.658551,-1.093698,-1.043046,0.70139,0.176482,-0.441073,W
1.563741,1.804929,-0.245832,0.762608,-1.475313,-0.261132,1.771178,0.218554,-0.851725,-2.200448,1.85288,-0.945808,-0.743988,0.557709,-0.348704,-0.740353,A
0.728477,-0.343016,1.168775,-0.919534,-0.681443,1.053851,0.958574,-0.178809,1.01171,-0.924817,0.609459,0.898098,-1.547583,0.1819,-0.105571,0.561222,Q
-4.569213,-1.034484,2.271026,1.055899,-4.919853,1.239195,3.653606,-0.631006,-1.356807,-0.982091,-2.385223,1.014501,0.674649,0.979124,-0.075658,1.384546,Z
0.05324,-0.801979,1.401723,-0.22861,-2.977131,0.313045,1.691413,1.366769,0.64732,-0.048901,-0.979888,0.884733,-0.526518,0.67798,-0.141276,-0.056769,H
0.846716,-1.370679,-2.041088,-0.398312,-1.03904,-0.791243,0.092369,0.649376,-0.025353,-1.278135,0.056668,-0.376899,-0.2843,1.208851,-0.831045,-1.535024,R
-0.451487,0.739326,-0.531185,-0.720177,1.246371,-0.578622,0.290998,0.3234,0.166215,0.051953,0.911855,-0.75495,-0.174751,0.36618,2.078823,2.318075,I
1.274066,0.68909,-0.137206,-0.77163,0.664187,0.683966,0.292071,-0.123608,0.5212,-0.373179,0.352783,0.771113,0.825566,-1.596701,-0.452764,0.440663,R
-0.125582,0.634121,-0.920912,-1.297526,-0.201362,-0.513287,-2.002257,0.542741,0.234636,1.211048,-0.184008,-0.466512,-1.415166,0.59633,0.599894,-0.889691,U
-0.401498,0.160518,0.13541,1.090836,2.917613,1.5781,-0.041084,-0.240231,0.172368,1.217399,0.839944,0.03582,0.287426,2.509452,-0.515908,0.233569,U
-2.191502,0.13303,-0.197697,1.339478,1.216863,-0.436916,-0.175397,-1.560986,0.651457,-0.032374,0.410133,1.362858,-0.807372,-1.173197,0.871565,-0.223091,C
-0.275652,0.301646,0.617058,-0.062374,-0.021495,0.576265,-0.308871,-0.30782,0.572677,0.86864,0.732535,-0.125796,0.291737,0.583671,0.369527,-0.628083,O
-2.133809,-0.354307,-0.463728,1.544514,0.489062,-0.243778,0.697718,-0.959921,1.262198,-0.416626,0.286771,0.497217,-0.389055,-0.863379,2.120026,-0.479162,E
0.085389,-0.259695,0.032962,-0.113264,-0.207112,-0.288193,-0.011592,0.072051,-0.686915,1.529169,0.591482,-0.472195,1.585351,-1.303901,-0.044215,-0.612263,D
-0.12509,0.968849,-0.440763,1.2901,-0.289259,-1.085782,-0.819832,-0.354445,0.242649,-0.10631,-0.452279,0.144764,-0.040453,0.864804,-0.381962,-0.562561,U
0.932109,-0.247435,0.881278,-0.391678,0.038328,-0.512649,0.048656,0.096148,-0.255015,0.021925,1.032382,0.829701,1.020068,-1.294867,-0.849578,0.022598,R
0.650023,-0.843154,-0.235708,0.176024,0.576571,0.585009,-0.624762,-0.453067,0.119803,-0.242212,0.124605,-0.091348,-0.675465,-0.94835,0.11262,0.773172,E
-1.302586,-0.258512,-0.071575,0.551055,0.172664,0.828842,-0.521085,-1.038306,-0.543574,-0.280408,-0.548851,1.174106,0.095815,0.474655,0.76067,-0.183595,G
-0.045268,-1.125038,0.133367,-1.713492,1.057754,0.533734,-1.130331,0.191983,-1.225222,-0.391133,1.389508,1.572197,0.976088,-1.341737,-0.050027,-0.603144,B
2.040686,1.553887,1.253574,-2.372987,-2.859671,-1.201767,1.542659,-1.181582,0.129639,-0.48369,0.437774,-0.623795,-0.563916,-0.356493,1.635103,-2.134223,A
1.269006,-0.397267,0.656338,0.109302,0.601232,0.048315,-0.805292,1.240144,-0.793815,-0.56544,-1.210697,0.630281,-1.35349,0.243517,-0.345001,0.943213,Y
0.379768,-0.184147,0.587638,-0.984572,-2.473812,0.12769,-0.115986,1.777137,1.339808,0.181836,-0.680366,0.804081,-1.240446,1.264305,0.842641,0.760508,Y
-0.386613,0.141659,0.306721,-0.433396,-0.124927,0.695939,-0.213124,-0.426419,0.608144,0.608703,1.103304,-0.057932,0.986125,1.313971,0.507793,-0.518826,O
-1.428335,-1.578041,0.133912,0.615737,0.341717,-0.253482,-1.77584,-1.207855,-0.314669,-0.537382,0.940943,2.216662,0.074024,1.42174,0.437155,-1.044857,G
0.178626,2.011254,0.030961,-0.240153,-1.496467,0.852352,1.825332,1.089857,-1.156287,-1.349944,1.582612,-0.782404,0.465913,-0.323465,-0.149522,-0.689817,A
0.725548,-0.474841,0.055391,1.282945,0.121534,-1.038844,-0.437696,-1.018182,0.00471,-0.120458,-1.071808,1.558568,-0.284983,0.602218,0.009261,0.052527,C
0.126654,-1.016595,0.57017,-0.010606,-2.877005,-0.057556,1.987164,0.954859,0.354619,-1.099991,-0.851297,0.183209,0.347519,1.707798,-0.962841,0.067328,H
-0.013171,-1.930802,-2.700523,-0.930659,-1.061603,-0.560537,0.605191,0.975082,0.062715,-0.282033,-0.820564,-1.093987,-0.07224,1.167836,0.502933,-0.029878,R
0.753887,0.517793,-0.085955,1.258569,-0.1176,0.442571,0.980702,0.876043,-0.050881,0.555002,0.539056,-0.308647,0.306035,0.349422,-0.402258,-0.70197,J
0.315907,1.19617,-0.442069,-0.409388,1.226217,0.81264,1.241741,-1.489213,0.824725,2.70276,-0.030526,-1.300261,-0.330617,0.450826,-1.2024,-0.135553,M
0.648416,1.191236,0.300597,-1.566288,0.341025,0.82505,0.074346,1.574298,0.006509,0.302443,-1.096411,0.162561,-1.184117,0.558854,1.773495,-0.203653,V
1.359269,0.451328,0.512216,-0.574015,0.446818,0.161346,0.105615,-0.040583,0.287866,-0.051227,0.587238,0.403409,0.327747,-2.266707,-0.630967,0.324997,R
0.701738,-0.380409,0.636668,-1.205795,0.893039,-0.102755,-1.658529,1.197034,0.45754,0.849232,-0.993465,0.233433,-0.960368,0.926931,1.397169,-0.405795,T
-0.514819,-0.735678,0.125151,-0.67521,-1.326807,2.518454,0.848455,0.448354,0.084297,0.03618,-1.707911,-0.194521,0.285115,-1.71851,-0.444009,0.124852,J
1.267089,-1.185366,0.662309,0.81371,0.097271,-0.970862,-0.61807,-0.010612,-0.621454,-0.026913,0.363869,0.511419,0.108876,-0.457501,-0.001233,-0.557147,S
-0.896795,-0.16141,-1.438938,-2.478252,-0.163408,1.522187,-0.195593,0.398817,0.041805,0.436063,0.3274,0.569278,-0.044761,0.025169,-0.399252,-0.483149,G
0.458856,-0.951292,0.448233,-0.106207,0.940746,-0.730304,-0.587057,0.081143,-0.587784,0.293568,1.316879,0.227979,0.571981,-0.565249,-0.757992,1.0944,D
-0.003219,-0.739154,0.719993,0.494046,0.008614,0.576949,-0.126241,-0.624022,0.398453,-0.526741,1.194647,0.566569,-1.426346,-0.681165,-0.967747,1.424122,G
-0.777598,0.271916,0.941631,-0.076489,-2.406026,2.273896,1.496402,0.984034,-0.758121,0.228797,0.137634,-0.330342,2.102438,-0.723601,-0.632108,0.503752,Z
-1.112705,-0.402302,0.331942,1.012991,1.096482,0.353924,-1.792999,-1.134733,0.555128,0.662981,-0.004504,-2.05212,1.318537,0.023237,0.184033,-0.441174,D
1.882937,1.872415,-0.291561,-0.096985,-0.927901,-0.291335,1.031424,0.23174,-0.639528,-1.920678,1.806056,-0.792963,-0.34025,0.341493,-0.115433,0.411504,A
-0.109773,2.089743,0.791509,-0.433649,1.286506,0.019112,-0.172984,2.063404,1.817611,0.278387,0.331302,1.500842,-1.28159,-1.795738,-0.030793,2.134901,T
1.295845,-0.968586,0.17575,0.143118,0.962351,-0.048604,-0.159815,-0.819096,0.543593,-0.675577,0.823128,0.443953,-1.446502,-0.314509,-0.065232,-0.040149,G
1.185165,0.413459,-0.781899,0.188169,0.001511,-0.998413,-0.839356,-0.652856,-0.945262,-1.57183,1.389847,0.157636,-0.609995,-0.931343,0.50979,1.022287,L
-0.286354,0.106803,-1.792924,1.461236,-1.456473,-0.148651,1.654606,0.85675,0.297205,0.961754,0.734694,-0.971692,0.617851,1.840659,-1.725205,-0.967265,W
0.563878,0.332488,-0.138616,-0.054825,0.052131,0.013421,-0.639146,1.188483,-0.483482,-0.58825,0.437524,0.076995,-0.234064,-0.418956,0.081393,2.410146,I
-0.325115,-1.027421,-2.530026,-2.586842,-0.822299,-0.622781,-1.271208,-0.524918,0.217638,0.321922,-0.942421,-1.005287,-0.094877,-0.211165,-2.844369,-0.632791,M
0.038835,-1.937009,0.177527,-0.137139,1.484436,0.127263,1.553113,-1.115708,-1.386412,-0.061644,1.413142,0.637731,-0.212646,-1.531465,1.014223,-0.107816,Q
0.407776,-0.709605,0.922851,1.516341,-1.158479,1.410322,-0.173086,0.906345,0.775425,-0.181869,0.35922,-0.675488,-1.10604,-0.579586,0.479446,0.790957,S
-2.19209,-0.82405,-0.117136,1.69493,0.509455,0.632052,0.731906,-0.578017,-1.017916,-1.418157,0.940982,-0.084221,-0.754208,-0.694255,0.778417,-1.65719,Q
1.381259,0.812794,1.031787,0.229977,1.743681,1.398371,1.364487,1.265394,-1.407328,0.578041,-0.649665,-0.237506,-2.353275,1.342796,0.188811,-0.811949,V
-1.2167,-0.339867,0.276242,-1.251838,1.385798,1.801572,-0.965013,-0.309893,1.49215,-0.871213,0.931542,-0.12226,1.650843,-0.095268,0.473345,0.320883,R
-4.084277,-1.06774,1.681998,0.726101,-3.870483,1.00315,2.867149,-0.591584,-0.98774,-0.387441,-2.801394,-0.118907,1.034974,0.920572,0.098934,2.350566,Z
0.084963,-0.577015,-0.812194,-0.593027,0.446637,1.40401,0.791344,-0.702673,0.499623,-1.297208,-0.938815,0.091284,0.542992,-0.273465,0.519622,0.018233,P
-2.008814,1.312479,-0.56423,-1.527314,1.055566,-1.362917,-0.445424,-0.030447,0.377774,-1.797236,-1.215543,1.183764,-0.383919,0.213477,-1.65057,-0.651552,W
0.727346,0.02889,-0.244612,-0.107506,0.395679,-0.936068,-0.838969,-0.064293,-2.385968,0.423902,-1.091334,0.192446,1.611464,-0.547223,1.617608,0.230524,I
-0.199821,1.847879,-0.659823,0.557119,1.660507,-0.41665,0.597352,0.094966,1.013616,-1.102789,-2.025282,0.395851,2.013018,-0.036354,0.3465,1.230686,F
-1.678719,-1.023802,-0.061424,-0.542985,-2.118088,1.217197,-0.027054,1.039152,0.802969,-0.26379,-1.042937,-0.08126,1.330653,0.439855,-0.309972,1.103212,F
-0.474798,0.461159,0.838692,-0.281954,-0.411532,-1.157955,-1.004605,-0.278986,-1.750303,1.532544,0.694701,1.067331,1.831857,-0.584903,1.22312,0.594284,J
-0.829162,0.970594,0.647737,-0.657443,1.400839,-0.066789,0.350832,-0.423128,-0.321874,-0.493562,-2.567527,-0.369018,-0.014322,0.027185,0.319131,0.283161,V
